Id,Label,Layer,People,VizSize,Year,Degree,WeightedDegree,InWeight,OutWeight,ConsistencyOK,Level1,Level2,ParentLevel1s,Classification
L2::电子信息（控制学院）,电子信息（控制学院）,二级学科,315,26.94,overall,1,315,315,0,True,,电子信息（控制学院）,电子信息,信息类
L2::内科学,内科学,二级学科,308,26.71,overall,1,308,308,0,True,,内科学,临床医学,医药类
L2::法律（非法学）,法律（非法学）,二级学科,305,26.61,overall,1,305,305,0,True,,法律（非法学）,法律,人文社科类
L2::电子信息（集成电路学院）,电子信息（集成电路学院）,二级学科,289,26.06,overall,1,289,289,0,True,,电子信息（集成电路学院）,电子信息,信息类
L2::材料与化工（材料学院）,材料与化工（材料学院）,二级学科,288,26.03,overall,1,288,288,0,True,,材料与化工（材料学院）,材料与化工,理工类
L2::外科学,外科学,二级学科,287,25.99,overall,1,287,287,0,True,,外科学,临床医学,医药类
L2::土木工程,土木工程,二级学科,285,25.92,overall,1,285,285,0,True,,土木工程,土木水利,理工类
L2::金融,金融,二级学科,279,25.71,overall,1,279,279,0,True,,金融,金融,人文社科类
L2::能源动力（能源学院）,能源动力（能源学院）,二级学科,271,25.43,overall,1,271,271,0,True,,能源动力（能源学院）,能源动力,理工类
L2::材料与化工（化工学院）,材料与化工（化工学院）,二级学科,262,25.1,overall,1,262,262,0,True,,材料与化工（化工学院）,材料与化工,理工类
L2::农艺与种业,农艺与种业,二级学科,261,25.06,overall,1,261,261,0,True,,农艺与种业,农业,农业生命环境类
L2::工商管理,工商管理,二级学科,257,24.92,overall,1,257,257,0,True,,工商管理,工商管理,人文社科类
L2::电子信息（信电学院）,电子信息（信电学院）,二级学科,257,24.92,overall,1,257,257,0,True,,电子信息（信电学院）,电子信息,信息类
L2::公共卫生,公共卫生,二级学科,242,24.36,overall,1,242,242,0,True,,公共卫生,公共卫生,医药类
L2::口腔医学,口腔医学,二级学科,219,23.46,overall,1,219,219,0,True,,口腔医学,口腔医学,医药类
L2::电子信息（光电学院）,电子信息（光电学院）,二级学科,193,22.39,overall,1,193,193,0,True,,电子信息（光电学院）,电子信息,信息类
L2::大数据技术与工程,大数据技术与工程,二级学科,191,22.31,overall,1,191,191,0,True,,大数据技术与工程,电子信息,信息类
L2::机械（航空航天学院）,机械（航空航天学院）,二级学科,180,21.83,overall,1,180,180,0,True,,机械（航空航天学院）,机械,理工类
L2::建筑,建筑,二级学科,177,21.7,overall,1,177,177,0,True,,建筑,建筑,理工类
L2::资源利用与植物保护,资源利用与植物保护,二级学科,165,21.16,overall,1,165,165,0,True,,资源利用与植物保护,农业,农业生命环境类
L2::食品工程,食品工程,二级学科,164,21.11,overall,1,164,164,0,True,,食品工程,生物与医药,理工类
L2::工业设计工程,工业设计工程,二级学科,161,20.97,overall,1,161,161,0,True,,工业设计工程,机械,理工类
L2::畜牧,畜牧,二级学科,160,20.93,overall,1,160,160,0,True,,畜牧,农业,农业生命环境类
L2::资源与环境（环资学院）,资源与环境（环资学院）,二级学科,160,20.93,overall,1,160,160,0,True,,资源与环境（环资学院）,资源与环境,理工类
L2::化学工程,化学工程,二级学科,157,20.79,overall,1,157,157,0,True,,化学工程,材料与化工,理工类
L2::应用心理,应用心理,二级学科,153,20.6,overall,1,153,153,0,True,,应用心理,应用心理,理工类
L2::电子信息（生仪学院）,电子信息（生仪学院）,二级学科,141,20.01,overall,1,141,141,0,True,,电子信息（生仪学院）,电子信息,信息类
L2::会计,会计,二级学科,140,19.96,overall,1,140,140,0,True,,会计,会计,人文社科类
L2::动力工程,动力工程,二级学科,118,18.82,overall,1,118,118,0,True,,动力工程,能源动力,理工类
L2::新一代电子信息技术（含量子技术等）,新一代电子信息技术（含量子技术等）,二级学科,117,18.76,overall,1,117,117,0,True,,新一代电子信息技术（含量子技术等）,电子信息,信息类
L2::戏剧与影视,戏剧与影视,二级学科,113,18.54,overall,1,113,113,0,True,,戏剧与影视,戏剧与影视,人文社科类
L2::教育管理,教育管理,二级学科,113,18.54,overall,1,113,113,0,True,,教育管理,教育,人文社科类
L2::土木水利（建工学院）,土木水利（建工学院）,二级学科,111,18.43,overall,1,111,111,0,True,,土木水利（建工学院）,土木水利,理工类
L2::控制工程,控制工程,二级学科,105,18.09,overall,1,105,105,0,True,,控制工程,电子信息,信息类
L2::材料工程,材料工程,二级学科,105,18.09,overall,1,105,105,0,True,,材料工程,材料与化工,理工类
L2::兽医,兽医,二级学科,101,17.86,overall,1,101,101,0,True,,兽医,兽医,农业生命环境类
L2::电子信息（海洋学院）,电子信息（海洋学院）,二级学科,97,17.62,overall,1,97,97,0,True,,电子信息（海洋学院）,电子信息,信息类
L2::电子信息（航空航天学院）,电子信息（航空航天学院）,二级学科,95,17.5,overall,1,95,95,0,True,,电子信息（航空航天学院）,电子信息,信息类
L2::护理,护理,二级学科,93,17.38,overall,1,93,93,0,True,,护理,护理,医药类
L2::机械工程,机械工程,二级学科,91,17.26,overall,1,91,91,0,True,,机械工程,机械,理工类
L2::生物与医药（化工学院）,生物与医药（化工学院）,二级学科,90,17.19,overall,1,90,90,0,True,,生物与医药（化工学院）,生物与医药,理工类
L2::土木水利（海洋学院）,土木水利（海洋学院）,二级学科,89,17.13,overall,1,89,89,0,True,,土木水利（海洋学院）,土木水利,理工类
L2::网络与信息安全,网络与信息安全,二级学科,89,17.13,overall,1,89,89,0,True,,网络与信息安全,电子信息,信息类
L2::新闻与传播,新闻与传播,二级学科,88,17.07,overall,1,88,88,0,True,,新闻与传播,新闻与传播,人文社科类
L2::儿科学,儿科学,二级学科,87,17.01,overall,1,87,87,0,True,,儿科学,临床医学,医药类
L2::机械（海洋学院）,机械（海洋学院）,二级学科,84,16.81,overall,1,84,84,0,True,,机械（海洋学院）,机械,理工类
L2::交通运输,交通运输,二级学科,82,16.69,overall,1,82,82,0,True,,交通运输,交通运输,理工类
L2::骨科学,骨科学,二级学科,81,16.62,overall,1,81,81,0,True,,骨科学,临床医学,医药类
L2::博物馆,博物馆,二级学科,76,16.29,overall,1,76,76,0,True,,博物馆,博物馆,人文社科类
L2::妇产科学,妇产科学,二级学科,74,16.15,overall,1,74,74,0,True,,妇产科学,临床医学,医药类
L2::法律（法学）,法律（法学）,二级学科,70,15.87,overall,1,70,70,0,True,,法律（法学）,法律,人文社科类
L2::城乡规划,城乡规划,二级学科,69,15.8,overall,1,69,69,0,True,,城乡规划,城乡规划,理工类
L2::肿瘤学,肿瘤学,二级学科,66,15.59,overall,1,66,66,0,True,,肿瘤学,临床医学,医药类
L2::学科教学（语文）,学科教学（语文）,二级学科,64,15.44,overall,1,64,64,0,True,,学科教学（语文）,教育,人文社科类
L2::科学与技术教育,科学与技术教育,二级学科,64,15.44,overall,1,64,64,0,True,,科学与技术教育,教育,人文社科类
L2::神经病学,神经病学,二级学科,60,15.14,overall,1,60,60,0,True,,神经病学,临床医学,医药类
L2::制药工程,制药工程,二级学科,58,14.99,overall,1,58,58,0,True,,制药工程,生物与医药,理工类
L2::电子信息（国际联合学院）,电子信息（国际联合学院）,二级学科,56,14.83,overall,1,56,56,0,True,,电子信息（国际联合学院）,电子信息,信息类
L2::农机装备工程,农机装备工程,二级学科,52,14.51,overall,1,52,52,0,True,,农机装备工程,机械,理工类
L2::光电信息工程,光电信息工程,二级学科,49,14.26,overall,1,49,49,0,True,,光电信息工程,电子信息,信息类
L2::国际商务,国际商务,二级学科,47,14.09,overall,1,47,47,0,True,,国际商务,国际商务,人文社科类
L2::风景园林,风景园林,二级学科,47,14.09,overall,1,47,47,0,True,,风景园林,风景园林,农业生命环境类
L2::集成电路工程,集成电路工程,二级学科,46,14.0,overall,1,46,46,0,True,,集成电路工程,电子信息,信息类
L2::农村发展,农村发展,二级学科,44,13.83,overall,1,44,44,0,True,,农村发展,农业,农业生命环境类
L2::资源与环境（地科学院）,资源与环境（地科学院）,二级学科,44,13.83,overall,1,44,44,0,True,,资源与环境（地科学院）,资源与环境,理工类
L2::麻醉学,麻醉学,二级学科,44,13.83,overall,1,44,44,0,True,,麻醉学,临床医学,医药类
L2::税务,税务,二级学科,42,13.65,overall,1,42,42,0,True,,税务,税务,人文社科类
L2::社会工作,社会工作,二级学科,40,13.46,overall,1,40,40,0,True,,社会工作,社会工作,人文社科类
L2::材料与化工（化学系）,材料与化工（化学系）,二级学科,39,13.37,overall,1,39,39,0,True,,材料与化工（化学系）,材料与化工,理工类
L2::材料与化工（高分子系）,材料与化工（高分子系）,二级学科,39,13.37,overall,1,39,39,0,True,,材料与化工（高分子系）,材料与化工,理工类
L2::眼科学,眼科学,二级学科,39,13.37,overall,1,39,39,0,True,,眼科学,临床医学,医药类
L2::数字经济,数字经济,二级学科,37,13.18,overall,1,37,37,0,True,,数字经济,数字经济,人文社科类
L2::美术与书法,美术与书法,二级学科,35,12.98,overall,1,35,35,0,True,,美术与书法,美术与书法,人文社科类
L2::市政工程（含给排水等）,市政工程（含给排水等）,二级学科,32,12.68,overall,1,32,32,0,True,,市政工程（含给排水等）,土木水利,理工类
L2::能源动力（能源学院),能源动力（能源学院),二级学科,32,12.68,overall,1,32,32,0,True,,能源动力（能源学院),能源动力,理工类
L2::儿外科学,儿外科学,二级学科,31,12.57,overall,1,31,31,0,True,,儿外科学,临床医学,医药类
L2::工程管理,工程管理,二级学科,31,12.57,overall,1,31,31,0,True,,工程管理,工程管理,理工类
L2::精神病与精神卫生学,精神病与精神卫生学,二级学科,30,12.46,overall,1,30,30,0,True,,精神病与精神卫生学,临床医学,医药类
L2::重症医学,重症医学,二级学科,29,12.35,overall,1,29,29,0,True,,重症医学,临床医学,医药类
L2::农业工程与信息技术,农业工程与信息技术,二级学科,28,12.24,overall,1,28,28,0,True,,农业工程与信息技术,农业,农业生命环境类
L2::放射影像学,放射影像学,二级学科,25,11.9,overall,1,25,25,0,True,,放射影像学,临床医学,医药类
L2::资源与环境（海洋学院）,资源与环境（海洋学院）,二级学科,25,11.9,overall,1,25,25,0,True,,资源与环境（海洋学院）,资源与环境,理工类
L2::电子信息（软件学院）,电子信息（软件学院）,二级学科,22,11.53,overall,1,22,22,0,True,,电子信息（软件学院）,电子信息,信息类
L2::临床病理,临床病理,二级学科,19,11.14,overall,1,19,19,0,True,,临床病理,临床医学,医药类
L2::水利工程,水利工程,二级学科,19,11.14,overall,1,19,19,0,True,,水利工程,土木水利,理工类
L2::皮肤病与性病学,皮肤病与性病学,二级学科,19,11.14,overall,1,19,19,0,True,,皮肤病与性病学,临床医学,医药类
L2::能源动力（国际联合学院）,能源动力（国际联合学院）,二级学科,19,11.14,overall,1,19,19,0,True,,能源动力（国际联合学院）,能源动力,理工类
L2::机械（软件学院）,机械（软件学院）,二级学科,18,11.01,overall,1,18,18,0,True,,机械（软件学院）,机械,理工类
L2::现代教育技术,现代教育技术,二级学科,18,11.01,overall,1,18,18,0,True,,现代教育技术,教育,人文社科类
L2::国际中文教育,国际中文教育,二级学科,17,10.87,overall,1,17,17,0,True,,国际中文教育,国际中文教育,人文社科类
L2::生物与医药（化学系）,生物与医药（化学系）,二级学科,17,10.87,overall,1,17,17,0,True,,生物与医药（化学系）,生物与医药,理工类
L2::环境工程,环境工程,二级学科,16,10.72,overall,1,16,16,0,True,,环境工程,资源与环境,理工类
L2::急诊医学,急诊医学,二级学科,15,10.57,overall,1,15,15,0,True,,急诊医学,临床医学,医药类
L2::超声医学,超声医学,二级学科,15,10.57,overall,1,15,15,0,True,,超声医学,临床医学,医药类
L2::临床检验诊断学,临床检验诊断学,二级学科,13,10.25,overall,1,13,13,0,True,,临床检验诊断学,临床医学,医药类
L2::全科医学,全科医学,二级学科,13,10.25,overall,1,13,13,0,True,,全科医学,临床医学,医药类
L2::耳鼻咽喉科学,耳鼻咽喉科学,二级学科,13,10.25,overall,1,13,13,0,True,,耳鼻咽喉科学,临床医学,医药类
L2::机械（国际联合学院）,机械（国际联合学院）,二级学科,12,10.09,overall,1,12,12,0,True,,机械（国际联合学院）,机械,理工类
L2::生物与医药（海洋学院）,生物与医药（海洋学院）,二级学科,12,10.09,overall,1,12,12,0,True,,生物与医药（海洋学院）,生物与医药,理工类
L2::土木水利（国际联合学院）,土木水利（国际联合学院）,二级学科,10,9.73,overall,1,10,10,0,True,,土木水利（国际联合学院）,土木水利,理工类
L2::机械（集成电路学院）,机械（集成电路学院）,二级学科,10,9.73,overall,1,10,10,0,True,,机械（集成电路学院）,机械,理工类
L2::生物医学工程,生物医学工程,二级学科,10,9.73,overall,1,10,10,0,True,,生物医学工程,电子信息,信息类
L2::清洁能源技术,清洁能源技术,二级学科,9,9.54,overall,1,9,9,0,True,,清洁能源技术,能源动力,理工类
L2::土木水利（工程师学院）,土木水利（工程师学院）,二级学科,8,9.34,overall,1,8,8,0,True,,土木水利（工程师学院）,土木水利,理工类
L2::海洋工程,海洋工程,二级学科,7,9.12,overall,1,7,7,0,True,,海洋工程,土木水利,理工类
L2::老年医学,老年医学,二级学科,7,9.12,overall,1,7,7,0,True,,老年医学,临床医学,医药类
L2::医学遗传学,医学遗传学,二级学科,6,8.89,overall,1,6,6,0,True,,医学遗传学,临床医学,医药类
L2::康复医学与理疗学,康复医学与理疗学,二级学科,6,8.89,overall,1,6,6,0,True,,康复医学与理疗学,临床医学,医药类
L2::运动医学,运动医学,二级学科,6,8.89,overall,1,6,6,0,True,,运动医学,临床医学,医药类
L2::放射肿瘤学,放射肿瘤学,二级学科,5,8.64,overall,1,5,5,0,True,,放射肿瘤学,临床医学,医药类
L2::仪器仪表工程,仪器仪表工程,二级学科,3,8.04,overall,1,3,3,0,True,,仪器仪表工程,电子信息,信息类
L2::核医学,核医学,二级学科,3,8.04,overall,1,3,3,0,True,,核医学,临床医学,医药类
L2::航天工程,航天工程,二级学科,3,8.04,overall,1,3,3,0,True,,航天工程,机械,理工类
L2::储能技术,储能技术,二级学科,2,8.0,overall,1,2,2,0,True,,储能技术,能源动力,理工类
L2::地质工程,地质工程,二级学科,2,8.0,overall,1,2,2,0,True,,地质工程,资源与环境,理工类
L2::机械（工程师学院）,机械（工程师学院）,二级学科,2,8.0,overall,1,2,2,0,True,,机械（工程师学院）,机械,理工类
L2::临床医学,临床医学,二级学科,1,8.0,overall,1,1,1,0,True,,临床医学,临床医学,医药类
L2::电子信息（工程师学院）,电子信息（工程师学院）,二级学科,1,8.0,overall,1,1,1,0,True,,电子信息（工程师学院）,电子信息,信息类
L2::航空工程,航空工程,二级学科,1,8.0,overall,1,1,1,0,True,,航空工程,机械,理工类
